General.EstateTypeKey;General.ReferenceNumber;General.DistributionTypeKey;General.ConstructionYear;General.LivingSpace;Tealium.object_locationid;Tealium.object_address_is_visible;Tealium.object_zip;Tealium.object_currency;Tealium.object_features;Tealium.object_objektart_sub;Tealium.expose_type;Tealium.broker_guid;Tealium.object_count_photos;LocalRatings.scores.local_amenities;LocalRatings.scores.mobility;MetaBadges;Price.AdditionalInformation.Commission.CommissionType;EstateAddress.City;EstateAddress.ZipCode;EstateAddress.Street;Offerer.addressGuid;Offerer.globalUserId;Offerer.contactData.companyName;Project.Address.PostCode;Project.Address.Street;Project.Address.HouseNumber;Latitude;Longitude;Stadtteil;Stadt;PRICE;Column1;ROOMS;PRICE_COMMONCHARGE;EnergyType;Class;Value;CATEGORY;FLOOR;USAGE;SUITABILITY;CONDITION;HOUSECONDITION;PARKINGSLOT;ENERGY;BUILDINGTYPE;HEATING;ELEVATOR;EQUIPMENTS
WOHNUNG;385 (1/385);ZUM_KAUF;20000;870;493523;FALSE;90491;EUR;['Neubau', 'WANNE', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'FERN', 'abstellraum', 'Tiefgarage', 'Terrasse', 'Kunststofffenster'];wohnung;standard;18220;90;67;93;[];COMMISSION_REQUIRED;Nürnberg;90491;;4D36D86720A2DB46946AA601EE016739;18220;Jochen M. Lang Immobilien;;;;4946221;1112067;St Jobst;Nürnberg;3980000;398000;30;;UNDEFINED;DE_ENV2014_CLASS_B;612;;1. Geschoss;;;gepflegt;Neubau;Tiefgarage;Fernwärme;;;Personenaufzug;
WOHNUNG;W1917022K;ZUM_KAUF;19920;350;493440;FALSE;90409;EUR;['DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'LAMINAT', 'Kapitalanlage', 'Tiefgarage', 'wasch_trockenraum', 'kable_sat_tv', 'Balkon', 'Kunststofffenster'];wohnung;standard;14974;60;69;95;[];COMMISSION_REQUIRED;Nürnberg;90409;;1655;14974;immobilienbüro albert steiert gmbh;;;;4947379;1108631;Großreuth h d Veste;Nürnberg;1250000;125000;10;;UNDEFINED;;1885;;;;;;;Tiefgarage;Gas;;;Personenaufzug;
WOHNUNG;276644;ZUM_KAUF;19940;260;493440;FALSE;90408;EUR;['Personenaufzug', 'GEPFLEGT', 'GAS', 'Zentralheizung', 'LAMINAT', 'Einbauküche', 'Tiefgarage', 'Balkon', 'provisionsfrei'];wohnung;standard;678606;70;67;93;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90408;;5BA347D760714CCC97F0F7D38252A296;678606;ohne-makler.net - Immobilien selbst vermarkten;;;;4947379;1108631;Großreuth h d Veste;Nürnberg;1240000;124000;10;1400;UNDEFINED;DE_ENV2014_CLASS_E;1370;;3. Geschoss;;;gepflegt;;Tiefgarage;Gas;;Zentralheizung;Personenaufzug;
WOHNUNG;1/20/003-003/010855;ZUM_KAUF;19500;550;493534;FALSE;90478;EUR;['WANNE', 'Kelleranteil', 'GEPFLEGT', 'Massivhaus', 'ELEKTRO', 'LAMINAT', 'FLIESEN', 'vermietet', 'Einbauküche', 'Balkon'];wohnung;standard;62386;100;66;97;[];COMMISSION_REQUIRED;Nürnberg;90478;;9A1C082F3A6F415E9EB6FBAA631F1B9B;62386;Sparkasse Nürnberg ImmobilienCenter;;;;4944504;1110302;St Peter;Nürnberg;1300000;130000;20;1350;UNDEFINED;DE_ENV2014_CLASS_E;1384;;;vermietet;;gepflegt;;;Elektro;;;;
WOHNUNG;4aad1bad14;ZUM_KAUF;19700;7703;493465;FALSE;90471;EUR;['barriefrei', 'WANNE', 'Kelleranteil', 'Personenaufzug', 'renovierungsbedürftig', 'FERN', 'Zentralheizung', 'rollstuhlgerecht', 'Balkon'];wohnung;standard;53828;140;75;88;[];COMMISSION_REQUIRED;Nürnberg;90471;;EDC6B485B2FC47E697FBE2DEFB708F5B;53828;McMakler GmbH;;;;4940815;1113376;Langwasser;Nürnberg;2390000;239000;30;;UNDEFINED;DE_ENV2014_CLASS_D;1280;;15. Geschoss;;barrierefrei, rollstuhlgerecht;renovierungsbedürftig / sanierungsbedürftig;;;Fernwärme;;Zentralheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;19640;580;493520;FALSE;90427;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'FERN', 'OEL', 'DSL', 'rollstuhlgerecht', 'LAMINAT', 'Kapitalanlage', 'vermietet', 'abstellraum', 'Einbauküche', 'wasch_trockenraum', 'Balkon', 'Kunststofffenster'];wohnung;standard;3014761;80;75;95;[];COMMISSION_REQUIRED;Nürnberg;90427;;ED69BF700C46479F8CFB1D4D4DC133AD;3014761;Zeising Real Estate Immobilien;;;;4946869;1110224;Schoppershof;Nürnberg;2300000;230000;20;3380;;;;;;vermietet;rollstuhlgerecht;;;;Fernwärme, Öl;;;Personenaufzug;
WOHNUNG;261118;ZUM_KAUF;20230;1100;493462;FALSE;90453;EUR;['barriefrei', 'WANNE', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'LUFTWP', 'Fußbodenheizung', 'LAMINAT', 'PARKETT', 'FLIESEN', 'Stellplatz', 'Tiefgarage', 'Balkon', 'provisionsfrei'];wohnung;standard;678606;40;29;72;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90453;;5BA347D760714CCC97F0F7D38252A296;678606;ohne-makler.net - Immobilien selbst vermarkten;;;;493811;1100748;Krottenbach;Nürnberg;4699000;469900;30;;UNDEFINED;DE_ENV2014_CLASS_A_PLUS;290;;1. Geschoss;;barrierefrei;Erstbezug;;Außen-Stellplatz, Tiefgarage;;;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;Personenaufzug;
WOHNUNG;Murr16;ZUM_KAUF;19580;630;493434;TRUE;90429;EUR;['GAS', 'Etagenheizung'];wohnung;standard;71642;210;85;97;[];COMMISSION_DEFAULT;Nürnberg;90429;Murrstraße 16;5226BD26F3C147D8B21F64D7A5D4F130;71642;Gubesch Immobilien;;;;4945044;1105372;Gostenhof;Nürnberg;1790000;179000;30;1970;UNDEFINED;DE_ENV2014_CLASS_C;947;;;;;;;;Gas;;Etagenheizung;;
WOHNUNG;I-00XN48-W-02TIFY;ZUM_KAUF;19090;790;493515;FALSE;90441;EUR;['GAS', 'Zentralheizung', 'LAMINAT', 'FLIESEN'];wohnung;standard;37571;50;68;97;[];COMMISSION_REQUIRED;Nürnberg;90441;;612F62BB3B5740CDA0C46D883372BFD1;37571;"Engel &a; Völkers Nürnberg";;;;4942828;1104444;Schweinau;Nürnberg;2590000;259000;30;1530;UNDEFINED;DE_ENV2014_CLASS_D;1310;;2. Geschoss;;;;;;Gas;;Zentralheizung;;
WOHNUNG;363267;ZUM_KAUF;20010;1040;493445;FALSE;90411;EUR;['barriefrei', 'WANNE', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Zentralheizung', 'LAMINAT', 'FLIESEN', 'abstellraum', 'Einbauküche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'kable_sat_tv', 'Balkon', 'KAMERA'];wohnung;standard;47445;290;65;91;[];COMMISSION_REQUIRED;Nürnberg;90411;;6F2F264BDB42425BBAFE214000878E52;47445;Thomas Schaller Immobilien;;;;4947642;1110244;Herrnhütte;Nürnberg;4990000;499000;40;3360;UNDEFINED;;1156;;1. Geschoss;;barrierefrei;;;Tiefgarage;Gas;;Zentralheizung;Personenaufzug;
WOHNUNG;P2079/CR;ZUM_KAUF;19540;6306;493420;FALSE;90459;EUR;['Kelleranteil', 'GAS', 'Etagenheizung', 'kable_sat_tv', 'Balkon'];wohnung;standard;48088;100;88;97;[];COMMISSION_DEFAULT;Nürnberg;90459;;E6BE01C10707475288698348D5E634FC;48088;Pekona Immobilien GmbH;;;;4944186;1108505;Galgenhof;Nürnberg;1750000;175000;30;16551;;;;;2. Geschoss;;;;;;Gas;;Etagenheizung;;
WOHNUNG;ETW 6 ;ZUM_KAUF;20220;890;493515;TRUE;90441;EUR;['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Dachgeschoss', 'PELLET', 'Fußbodenheizung', 'PARKETT', 'FLIESEN', 'KFW55', 'abstellraum', 'Carport', 'wasch_trockenraum', 'Loggia', 'KAMERA', 'Kunststofffenster', 'provisionsfrei'];wohnung;standard;24002;130;68;95;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90441;Lochnerstraße 14;C72DED02A260409883B3D5C688B5C289;24002;RM Müller Wohnbau GmbH;;;;4942828;1104444;Schweinau;Nürnberg;5490000;549000;30;;;;;;2. Geschoss (Dachgeschoss);;;;Neubau;Carport;Pellets;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;250014;ZUM_KAUF;19980;2300;493474;FALSE;90402;EUR;['Personenaufzug', 'Einbauküche', 'Balkon', 'Terrasse'];MAISONETTE;standard;20511;60;95;97;[];COMMISSION_DEFAULT;Nürnberg;90402;;729F675609D444018F24AA84D6B7490B;20511;BETTERHOMES Deutschland GmbH;;;;4945021;1107551;Lorenz;Nürnberg;15000000;1500000;40;;;;;Maisonette;4. Geschoss;;;;;;;;;Personenaufzug;
WOHNUNG;;ZUM_KAUF;20240;1050;493468;TRUE;90482;EUR;['Neubau', 'gaestewc', 'DUSCHE', 'FENSTER', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'Garten', 'PARKETT', 'Garage', 'Terrasse', 'provisionsfrei'];wohnung;standard;35852;110;40;64;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90482;Auerbacher Straße;27C8BC7B757F4BDF92E06B92577A2B50;35852;BAUGRUND GmbH;;;;4946879;1116706;Laufamholz;Nürnberg;8790000;879000;40;;;;;;2. Geschoss;;;;Neubau;Garage;;;Fußbodenheizung, Luft-/Wasser-Wärmepumpe;;
WOHNUNG;;ZUM_KAUF;20220;850;493468;TRUE;90482;EUR;['Neubau', 'barriefrei', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'LUFTWP', 'Fußbodenheizung', 'Zentralheizung', 'gartennutzung', 'PARKETT', 'KFW55', 'abstellraum', 'Tiefgarage', 'Haustiere erlaubt', 'Terrasse', 'Kunststofffenster', 'provisionsfrei'];wohnung;project;44760;120;57;74;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90482;Rollhofener Str. 28;DC95AE18735E43428E35C1D3E47BB6CB;44760;BAUWERKE Bauträger GmbH;90482;Rollhofener Str.;28;4946879;1116706;Laufamholz;Nürnberg;6850000;685000;30;;;;;;Erdgeschoss;;barrierefrei;Erstbezug;Neubau;Tiefgarage;;KfW 55;Fußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;19200;883;493537;FALSE;90459;EUR;['WANNE', 'gaestewc', 'Bad/WC getrennt', 'DUSCHE', 'Kelleranteil', 'Erdgeschoss', 'GAS', 'Ofenheizung', 'Etagenheizung', 'teilweise möbliert', 'TEPPICH', 'PARKETT', 'FLIESEN', 'Einbauküche', 'Haustiere erlaubt', 'wg_geeignet', 'wintergarten', 'Holzfenster'];wohnung;standard;1495813;470;77;97;[];COMMISSION_REQUIRED;Nürnberg;90459;;57FEA1569D7B465B8A62490698085EDD;1495813;;;;;4943929;1107396;Steinbühl;Nürnberg;3290000;329000;30;2000;UNDEFINED;DE_ENV2014_CLASS_E;1350;;Erdgeschoss;;WG-geeignet;;;;Gas;;Etagenheizung, Ofen;;teilweise möbliert
WOHNUNG;7,86E+14;ZUM_KAUF;19590;560;493537;FALSE;90443;EUR;['Kelleranteil'];wohnung;standard;907634;10;77;97;[{'label': 'Zwangsversteigerung', 'highlight': True}];COMMISSION_DEFAULT;Nürnberg;90443;;6BBB30BAC6114E5B9F5521C37A45C63C;907634;Argetra GmbH;;;;4943929;1107396;Steinbühl;Nürnberg;1800000;180000;20;;;;;;3. Geschoss;;;;;;;;;;
WOHNUNG;6078292;ZUM_KAUF;19100;820;493422;FALSE;90408;EUR;['FERN', 'Ofenheizung', 'Balkon'];wohnung;standard;29940;50;85;96;[];COMMISSION_REQUIRED;Nürnberg;90408;;3F26F8D87BF341BD90ADDE71385DC676;29940;ImmoSky Deutschland GmbH;;;;4946293;1107721;Gärten h d Veste;Nürnberg;2570000;257000;30;3370;UNDEFINED;DE_ENV2014_CLASS_C;995;;2. Geschoss;;;;;;Fernwärme;;Ofen;;
WOHNUNG;1450472;ZUM_KAUF;19620;460;493537;FALSE;90443;EUR;['WANNE', 'Kelleranteil', 'GEPFLEGT', 'Etagenheizung', 'LAMINAT', 'FLIESEN', 'abstellraum', 'Balkon'];wohnung;standard;7612716;50;75;97;[];COMMISSION_REQUIRED;Nürnberg;90443;;1BA82055E1E6441E9EDE287598811386;7612716;Property Homes by AR GmbH;;;;4943929;1107396;Steinbühl;Nürnberg;1750000;175000;20;;UNDEFINED;DE_ENV2014_CLASS_D;0;;5. Geschoss;;;gepflegt;;;;;Etagenheizung;;
WOHNUNG;R-G;ZUM_KAUF;19910;5723;493434;FALSE;90443;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Zentralheizung', 'TEPPICH', 'KUNSTSTOFF', 'FLIESEN', 'frei', 'abstellraum', 'Einbauküche', 'Duplex', 'REINIGUNG', 'kable_sat_tv', 'Balkon', 'Kunststofffenster'];wohnung;standard;37422;110;80;97;[];COMMISSION_REQUIRED;Nürnberg;90443;;F839FCE95B8A402F867C4C6989F67A0E;37422;Thomas Ellmer Immobilien;;;;4945044;1105372;Gostenhof;Nürnberg;1690000;169000;20;;UNDEFINED;DE_ENV2014_CLASS_E;1598;;3. Geschoss;frei;;;;Duplex;Gas;;Zentralheizung;Personenaufzug;
WOHNUNG;2363;ZUM_KAUF;19570;1100;493522;FALSE;90403;EUR;['DUSCHE', 'FENSTER', 'Kelleranteil', 'renoviert', 'GAS', 'Zentralheizung', 'GRANIT', 'DIELEN', 'abstellraum', 'Einbauküche', 'offene Küche', 'kable_sat_tv', 'Balkon', 'Kunststofffenster'];wohnung;standard;15061;280;75;97;[];COMMISSION_REQUIRED;Nürnberg;90403;;69E90DC9B7014C4E8902C9C2B72E89F3;15061;Gerdi Zwingel Immobilien oHG;;;;4945601;1108013;Sebald;Nürnberg;5500000;550000;40;2690;UNDEFINED;DE_ENV2014_CLASS_C;851;;1. Geschoss;;;renoviert / saniert;;;Gas;;Zentralheizung;;
WOHNUNG;CT-035-23;ZUM_KAUF;19540;640;493430;FALSE;90461;EUR;['Kelleranteil', 'GAS', 'Etagenheizung', 'Balkon'];wohnung;standard;8754459;70;64;97;[];COMMISSION_DEFAULT;Nürnberg;90461;;B4B229949063447B9ED8D767961310BB;8754459;Eisenstein Immobilien GmbH;;;;4942749;1107581;Gibitzenhof;Nürnberg;2199000;219900;20;1900;UNDEFINED;DE_ENV2014_CLASS_B;748;;2. Geschoss;;;;;;Gas;;Etagenheizung;;
WOHNUNG;2311D10_2173519;ZUM_KAUF;19600;670;493420;FALSE;90459;EUR;[];wohnung;standard;7970734;10;88;97;[{'label': 'Zwangsversteigerung', 'highlight': True}];COMMISSION_DEFAULT;Nürnberg;90459;;1BB8686468BD40B18CFDB70A2A0FCEA2;7970734;AZ Agentur für Zwangsversteigerungsinformationen GmbH;;;;4944186;1108505;Galgenhof;Nürnberg;2130000;213000;30;;;;;;;;;;;;;;;;
WOHNUNG;;ZUM_KAUF;19390;620;493548;FALSE;90441;EUR;['OEL', 'Zentralheizung'];wohnung;standard;561038;90;56;93;[];COMMISSION_REQUIRED;Nürnberg;90441;;47067fe965014e7e9106a85a0d31cb7c;561038;Wirtschaftsberatung Kandemir;;;;4942039;1105991;Werderau;Nürnberg;1950000;195000;20;3000;;;;;;;;;;;Öl;;Zentralheizung;;
WOHNUNG;IPSaA231342;ZUM_KAUF;19510;750;493426;FALSE;90461;EUR;['WANNE', 'gaestewc', 'FENSTER', 'Kelleranteil', 'GAS', 'Etagenheizung', 'Garten', 'vermietet', 'Balkon'];wohnung;standard;20490;60;56;85;[];COMMISSION_DEFAULT;Nürnberg;90461;;FE9EBA70B0844FBBB549DDDE02B72D78;20490;Immopartner Stefan Sagraloff e. K. ;;;;4943287;1112797;Gleißhammer;Nürnberg;2380000;238000;20;650;UNDEFINED;DE_ENV2014_CLASS_E;1496;;2. Geschoss;vermietet;;;;;Gas;;Etagenheizung;;
WOHNUNG;250015;ZUM_KAUF;19980;1850;493474;FALSE;90402;EUR;['Personenaufzug', 'Einbauküche', 'Balkon'];wohnung;standard;20511;60;95;97;[];COMMISSION_DEFAULT;Nürnberg;90402;;729F675609D444018F24AA84D6B7490B;20511;BETTERHOMES Deutschland GmbH;;;;4945021;1107551;Lorenz;Nürnberg;11500000;1150000;50;;;;;;1. Geschoss;;;;;;;;;Personenaufzug;
WOHNUNG;1232;ZUM_KAUF;20230;5294;493501;FALSE;90451;EUR;['barriefrei', 'Kelleranteil', 'Personenaufzug', 'Dachgeschoss', 'ERSTBEZUG', 'PELLET', 'Fußbodenheizung', 'KFW55', 'frei', 'abstellraum', 'Stellplatz', 'Balkon', 'provisionsfrei'];wohnung;standard;66007;150;49;84;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90451;;BE32D680241F4791A19809FB8221A837;66007;iMMO.ideal GmbH;;;;4938101;1104008;Reichelsdorf;Nürnberg;3470000;347000;20;;UNDEFINED;DE_ENV2014_CLASS_B;652;;Dachgeschoss;frei;barrierefrei;Erstbezug;;1 Stellplatz;Pellets;KfW 55;Fußbodenheizung;Personenaufzug;
WOHNUNG;;ZUM_KAUF;20240;791;493414;TRUE;90475;EUR;['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'Zentralheizung', 'PARKETT', 'FLIESEN', 'Carport', 'Stellplatz', 'Balkon', 'Kunststofffenster', 'provisionsfrei'];wohnung;standard;2502294;70;54;64;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90475;Hutbergstraße 2a;8610C137D3DA412BB1A1836194B935B3;2502294;Zeidler-Wohnbau Feucht GmbH;;;;4942128;1119145;Fischbach;Nürnberg;5299000;529900;30;;;;;;2. Geschoss;;;Erstbezug;Neubau;Carport, Außen-Stellplatz;;;Fußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung;;
WOHNUNG;5498#4Ucfg;ZUM_KAUF;19680;550;493529;TRUE;90419;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'FERN', 'Zentralheizung', 'moebliert', 'Garten', 'PARKETT', 'Einbauküche', 'Balkon'];Apartment;standard;75399;210;84;96;[];COMMISSION_REQUIRED;Nürnberg;90419;Wiesentalstraße 24;B49EDEB5A7D54FC89A08244666FD86BB;75399;Claudia Lethmeir Immobilien;;;;4946145;1106072;St Johannis;Nürnberg;2950000;295000;20;2200;UNDEFINED;;1570;Apartment;1. Geschoss;;;gepflegt;;;Fernwärme;;Zentralheizung;Personenaufzug;möbliert
WOHNUNG;WI-CD-266_12;ZUM_KAUF;19660;770;493533;FALSE;90402;EUR;['WANNE', 'Bad/WC getrennt', 'FENSTER', 'OEL', 'Zentralheizung', 'Garten', 'wasch_trockenraum', 'Loggia', 'Kunststofffenster'];wohnung;standard;69058;110;57;95;[];COMMISSION_REQUIRED;Nürnberg;90402;;6E716763D3250B4FAE99CEB17C59535F;69058;Wüstenrot Immobilien;;;;4945187;1110538;Tullnau;Nürnberg;2980000;298000;30;;UNDEFINED;DE_ENV2014_CLASS_C;880;;;;;;;;Öl;;Zentralheizung;;
WOHNUNG;V230602-6;ZUM_KAUF;19530;550;493544;FALSE;90489;EUR;['Kelleranteil', 'Massivhaus', 'GAS', 'Etagenheizung', 'Garten', 'Stellplatz', 'kable_sat_tv'];wohnung;standard;27636;290;53;90;[];COMMISSION_DEFAULT;Nürnberg;90489;;919A52BE18D6324386334FF7407A1016;27636;City Immobilien Nürnberg e.K., Inh. Silvio Mereu;;;;4945672;1110538;Veilhof;Nürnberg;2370000;237000;20;1520;UNDEFINED;DE_ENV2014_CLASS_B;682;;3. Geschoss;;;;;1 Stellplatz;Gas;;Etagenheizung;;
WOHNUNG;1779-39;ZUM_KAUF;19650;890;493560;TRUE;90471;EUR;['WANNE', 'Kelleranteil', 'renovierungsbedürftig', 'FERN', 'Zentralheizung', 'vermietet', 'Balkon', 'provisionsfrei'];wohnung;standard;837154;80;50;92;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90471;Sonnenstraße 26;F1EEAED8E3D54BFD8C7AF6867EB292E0;837154;Vonovia SE-Selbstständiger Vertriebspartner;;;;4941416;1110365;Zollhaus;Nürnberg;2280000;228000;40;4540;;;;;3. Geschoss;vermietet;;renovierungsbedürftig / sanierungsbedürftig;;;Fernwärme;;Zentralheizung;;
WOHNUNG;1037;ZUM_KAUF;19940;10562;493479;FALSE;90409;EUR;['Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'GAS', 'Zentralheizung', 'vermietet', 'Tiefgarage', 'Balkon', 'Terrasse'];wohnung;standard;40783;150;89;97;[];COMMISSION_DEFAULT;Nürnberg;90409;;8AE5552A222A4B72A5310483DDD18E7A;40783;ANDERKA  Immobilien GmbH;;;;4946468;1108784;Maxfeld;Nürnberg;5390000;539000;30;4370;UNDEFINED;DE_ENV2014_CLASS_D;1000;;3. Geschoss;vermietet;;gepflegt;;Tiefgarage;Gas;;Zentralheizung;Personenaufzug;
WOHNUNG;2671;ZUM_KAUF;20180;670;493515;FALSE;90441;EUR;['gaestewc', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'NEUWERTIG', 'GAS', 'Fußbodenheizung', 'Zentralheizung', 'PARKETT', 'FLIESEN', 'frei', 'Einbauküche', 'offene Küche', 'Garage', 'Loggia', 'kable_sat_tv', 'Kunststofffenster'];wohnung;standard;60357;130;62;95;[];COMMISSION_REQUIRED;Nürnberg;90441;;1461FD7C72D5429C8B04D369EE9DBA41;60357;Domizil GmbH;;;;4942828;1104444;Schweinau;Nürnberg;3100000;310000;30;;UNDEFINED;DE_ENV2014_CLASS_A;400;;2. Geschoss;frei;;;;Garage;Gas;;Fußbodenheizung, Zentralheizung;Personenaufzug;neuwertig
WOHNUNG;MI-2021;ZUM_KAUF;19660;870;493416;FALSE;90451;EUR;['WANNE', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Erdgeschoss', 'Massivhaus', 'GAS', 'Zentralheizung', 'LAMINAT', 'FLIESEN', 'abstellraum', 'Einbauküche', 'Haustiere erlaubt', 'wg_geeignet', 'kable_sat_tv'];wohnung;standard;6476875;20;65;81;[];COMMISSION_DEFAULT;Nürnberg;90451;;E545F0249BD54393A3B1AE43FED76567;6476875;Katharina Maier Immobilien e.K.;;;;4940306;1103293;Eibach;Nürnberg;2900000;290000;30;;UNDEFINED;DE_ENV2014_CLASS_E;1460;;Erdgeschoss;;WG-geeignet;;;;Gas;;Zentralheizung;;
WOHNUNG;1782-24;ZUM_KAUF;19760;8767;493418;FALSE;90469;EUR;['WANNE', 'FENSTER', 'Kelleranteil', 'GEPFLEGT', 'GAS', 'Zentralheizung', 'Balkon', 'provisionsfrei'];wohnung;standard;837154;280;31;76;[{'label': 'Provisionsfrei', 'highlight': True}];COMMISSION_FREE;Nürnberg;90469;;F1EEAED8E3D54BFD8C7AF6867EB292E0;837154;Vonovia SE-Selbstständiger Vertriebspartner;;;;4939926;1109383;Falkenheim;Nürnberg;2600000;260000;35;3560;UNDEFINED;DE_ENV2014_CLASS_D;1240;;3. Geschoss;;;gepflegt;;;Gas;;Zentralheizung;;
WOHNUNG;2022-36#NlZIq;ZUM_KAUF;19390;570;493483;FALSE;90461;EUR;['DUSCHE', 'Kelleranteil', 'renoviert', 'LAMINAT'];wohnung;standard;4213065;110;71;97;[];COMMISSION_REQUIRED;Nürnberg;90461;;4866179CF62F4361B81C22399655D0CB;4213065;Mein Immoglück;;;;4943188;1107654;Rabus;Nürnberg;2450000;245000;30;1800;UNDEFINED;DE_ENV2014_CLASS_E;1357;;3. Geschoss;;;renoviert / saniert;;;;;;;
WOHNUNG;50D/26B/03C/ME03;ZUM_KAUF;19960;450;493534;TRUE;90478;EUR;['DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Zentralheizung', 'LAMINAT', 'FLIESEN', 'Kapitalanlage', 'vermietet', 'Duplex', 'Tiefgarage', 'Sat', 'Kunststofffenster'];wohnung;standard;43285;160;68;97;[];COMMISSION_REQUIRED;Nürnberg;90478;Dürrenhofstraße 50;5BA860ADEC654E95A2C71BEA1412E694;43285;Zentro Immobilien;;;;4944504;1110302;St Peter;Nürnberg;1600000;160000;20;;UNDEFINED;;1245;;3. Geschoss;vermietet;;;;Duplex, Tiefgarage;Gas;;Zentralheizung;Personenaufzug;
WOHNUNG;34908#o7Nc8X;ZUM_KAUF;19070;860;493430;FALSE;90459;EUR;['Kelleranteil', 'Erdgeschoss', 'GEPFLEGT', 'GAS', 'Etagenheizung'];wohnung;standard;50839;240;28;74;[];COMMISSION_REQUIRED;Nürnberg;90459;;fc6aea513b7b49b791bbf7a56a577b0a;50839;Seiberth Immobilien GmbH;;;;4942749;1107581;Gibitzenhof;Nürnberg;2490000;249000;40;;;;;;Erdgeschoss;;;gepflegt;;;Gas;;Etagenheizung;;
WOHNUNG;;ZUM_KAUF;19930;350;493485;TRUE;90429;EUR;['WANNE', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'FERN', 'Zentralheizung', 'DSL', 'PARKETT', 'Kapitalanlage', 'vermietet', 'REINIGUNG', 'wasch_trockenraum', 'kable_sat_tv', 'Balkon', 'WACHDIENST', 'Kunststofffenster', 'provisionsfrei'];Apartment;standard;1002628;90;73;93;[{'label': 'Privater Anbieter', 'highlight': True}];COMMISSION_FREE;Nürnberg;90429;Adolf-Braun-Str. 6;7FBAB2E8A1FD4B928B272F683DE20623;1002628;;;;;4946166;1103136;Muggenhof;Nürnberg;1200000;120000;10;2760;UNDEFINED;DE_ENV2014_CLASS_D;1210;Apartment;1. Geschoss;vermietet;;gepflegt;;;Fernwärme;;Zentralheizung;Personenaufzug;
WOHNUNG;1/20/214-214/010291;ZUM_KAUF;19520;480;493451;FALSE;90459;EUR;['Kelleranteil', 'GEPFLEGT', 'Massivhaus', 'GAS', 'Etagenheizung', 'LAMINAT', 'FLIESEN', 'vermietet', 'abstellraum', 'Einbauküche', 'Balkon'];wohnung;standard;32167;100;61;96;[];COMMISSION_REQUIRED;Nürnberg;90459;;D38AAF37B67DEC49BFD7FCD55F488026;32167;Sparkasse Forchheim in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH ;;;;4943317;1108908;Hummelstein;Nürnberg;1390000;139000;20;;UNDEFINED;DE_ENV2014_CLASS_D;1102;;;vermietet;;gepflegt;;;Gas;;Etagenheizung;;
